idx,AirQualityStation,img_path,Month,Altitude,s5p_path,rural,rural-nearcity,rural-regional,suburban,urban,background,industrial,traffic,tavg,prcp,wspd,pres,tsun,co,so2,pm10,o3,no2
583,STA_ES1358A_582,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,6,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.9,102.0,8.7,1011.9,11100.0,0.4208089260251046,4.00418410041841,20.45796089191341,51.75388967468175,19.99023709902371
584,STA_ES1358A_583,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,7,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.6,63.0,7.6,1018.2,14580.0,0.3843129251428571,5.671852899575672,19.43881856389592,51.33946251768034,16.306122448979593
585,STA_ES1358A_584,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,8,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.1,60.0,6.3,1015.7,10080.0,0.323788300821727,3.1267409470752088,17.375977651662012,49.20473537604457,14.442119944211994
586,STA_ES1358A_585,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,9,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.7,35.0,5.8,1016.3,13560.0,0.3041509433827493,1.8328840970350404,19.97200538228802,49.03369272237197,11.513477088948788
587,STA_ES1358A_586,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,10,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,28.0,5.9,1017.2,9720.0,0.2882273342219215,1.3058186738836266,18.590013493819164,46.75,14.214092140921409
588,STA_ES1358A_587,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,11,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.5,38.0,6.1,1019.7,11400.0,0.274044630404463,1.599721059972106,23.19791666572222,40.71589310829817,14.168758716875873
589,STA_ES1358A_588,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,12,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.3,158.0,6.3,1015.5,7980.0,0.2831750339077341,1.846675712347354,20.4255088175848,31.324728260869566,20.561736770692
590,STA_ES1358A_589,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,13,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.2,376.0,10.4,1008.7,4140.0,0.4274791086350975,2.1657381615598887,17.40995792115007,32.17688022284123,25.01532033426184
591,STA_ES1358A_590,STA_ES1358A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,14,19.0,STA_ES1358A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,174.0,8.9,1016.7,5340.0,0.4561808367071525,2.601889338731444,24.33005390634771,23.6711590296496,24.77462887989204
592,STA_ES1649A_591,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,4,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.1,25.0,9.5,1025.5,12660.0,0.4576047904191617,4.57994011510479,34.05855855855856,60.06137724550898,11.939371255553892
593,STA_ES1649A_592,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,6,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.6,54.0,11.1,1012.7,12420.0,0.4837359550561798,7.59335218824611,23.281729428172945,82.96938775510205,6.62964028352518
594,STA_ES1649A_593,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,7,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.4,34.0,9.9,1017.0,15480.0,0.4831351351351351,5.517567563162162,17.82027027027027,82.99594594594595,5.701486481972974
595,STA_ES1649A_594,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,8,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.7,28.0,12.3,1013.4,19140.0,0.465768156424581,4.465874121398602,30.417015341701536,86.41899441340782,6.2990223418854745
596,STA_ES1649A_595,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,9,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.6,43.0,10.4,1013.8,19920.0,0.4493818681318681,3.750891405316046,30.84786641929499,82.125,6.203586202731035
597,STA_ES1649A_596,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,10,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.8,17.0,8.6,1015.5,19680.0,0.1899188092016238,3.4150202936941816,27.61081081081081,74.52368064952638,6.096617045818674
598,STA_ES1649A_597,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,11,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.9,47.0,8.7,1019.1,15960.0,0.1736871508379888,4.162011168505587,23.70251396648045,70.77374301675978,6.523743012877096
599,STA_ES1649A_598,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,12,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.1,25.0,7.9,1016.6,11520.0,0.1981224489795918,4.692244893238096,18.49290780141844,55.92108843537415,8.281904758653061
600,STA_ES1649A_599,STA_ES1649A/S2B_MSIL2A_20200717T105619_N0214_R094_T30TXM_20200717T135336.npy,13,350.0,STA_ES1649A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.6,97.0,9.9,1010.4,5100.0,0.2903913043478261,4.346956516985507,15.334298118668595,49.71014492753624,9.531797232227342
601,STA_ES1577A_600,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,3,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.8,219.0,13.3,1023.3,3900.0,0.5567567566891892,0.1917024320457797,28.2328398384926,41.65087956698241,19.294993234100136
602,STA_ES1577A_601,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,4,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.1,33.0,10.0,1023.7,10500.0,0.832786884843517,1.5507462686567164,52.0739064856712,39.53731343283582,24.78293413173653
603,STA_ES1577A_602,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,6,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.2,106.0,12.5,1012.8,9780.0,0.3984636870810056,0.606993006993007,16.82183908045977,60.58158995815899,13.196927374301676
604,STA_ES1577A_603,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,7,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.8,63.0,13.9,1019.0,13200.0,0.208367071511471,0.2293956043956043,24.560053981106613,54.3468286099865,9.661246612466124
605,STA_ES1577A_604,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,8,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.9,58.0,11.3,1016.4,11040.0,0.2677374301396648,0.4909344490934449,25.672752808988765,52.16573816155989,4.759776536312849
606,STA_ES1577A_605,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,9,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.1,84.0,10.7,1016.9,13920.0,0.3254716980592992,0.5054054054054054,17.516129032258064,49.51510989010989,3.417004048582996
607,STA_ES1577A_606,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,10,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.2,45.0,9.5,1018.2,11340.0,0.3685135134864865,0.4783783783783784,18.21321321321321,41.588948787062,6.778378378378378
608,STA_ES1577A_607,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,11,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.6,59.0,9.7,1020.3,11460.0,0.0923728813276836,2.735955056179775,32.76515151515152,43.23636363636364,8.09789156626506
609,STA_ES1577A_608,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,12,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.1,238.0,10.3,1016.1,8160.0,0.1109311740890688,2.804054054054054,25.96685082872928,35.52544704264099,10.582432432432432
610,STA_ES1577A_609,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,13,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.6,397.0,16.3,1008.9,2640.0,0.1648535564714086,0.97,21.791608391608392,44.89385474860335,12.018156424581006
611,STA_ES1577A_610,STA_ES1577A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,14,10.0,STA_ES1577A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.6,145.0,13.2,1017.5,5100.0,0.30230352300813,0.435723951285521,28.956284153005463,39.08378378378379,16.712912087912088
612,STA-LT00044_611,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,3,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-4.4,59.0,14.5,1008.4,1560.0,0.3520441987476979,3.587937381252302,29.329082394119848,41.70092421018485,13.783666058166968
613,STA-LT00044_612,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,4,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4,32.0,16.6,1017.9,3900.0,0.2615797317436661,3.8765424676154994,24.709716837153504,48.87034276809239,8.646348729314457
614,STA-LT00044_613,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,6,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.1,0.5,12.3,1021.9,19740.0,0.2284818941364902,1.707691236675939,42.16312412481172,73.78272980160168,10.29317548380223
615,STA-LT00044_614,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,7,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.1,30.0,11.9,1012.7,12900.0,0.1576011157601115,1.8200418975698325,24.6824824656662,63.71988041478326,7.087726635146443
616,STA-LT00044_615,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,8,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.5,49.0,10.2,1018.1,21540.0,0.1542280945757997,1.6681118875524474,27.267447695550903,74.40215982393089,5.950488142412831
617,STA-LT00044_616,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,9,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.2,60.0,11.3,1010.7,14880.0,0.1467032967032967,2.063667579958792,16.251375512971116,57.0673621418927,5.2309491028748285
618,STA-LT00044_617,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,10,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.1,68.0,7.7,1017.0,15480.0,0.1681913303437967,2.580358741928251,23.71296520099849,60.341759996368005,8.747540980491802
619,STA-LT00044_618,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,11,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,43.0,12.5,1015.6,11040.0,0.1888888888888888,3.0110416645694444,25.9238288886676,40.19047618662465,8.948055551888888
620,STA-LT00044_619,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,12,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.2,47.0,12.1,1013.4,6720.0,0.2092374100575539,3.703183056543716,23.84091323882801,33.51929347438859,10.315332425020353
621,STA-LT00044_620,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,13,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,21.0,16.4,1012.7,1440.0,0.2357902973395931,4.104773079937402,24.78147104514867,24.74553990248826,8.290951634492979
622,STA-LT00044_621,STA-LT00044/S2A_MSIL2A_20200807T094041_N0214_R036_T34UFF_20200807T110442.npy,14,73.0,STA-LT00044/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.4,42.0,16.9,1010.5,1920.0,0.237092866756393,4.207160156204576,20.24060892788904,32.40834454542396,8.203230144818304
623,STA_ES1749A_622,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,3,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.8,196.0,10.7,1024.0,4620.0,0.3070748299319727,2.279891304347826,11.686427457098285,50.42798913043478,15.86593707250342
624,STA_ES1749A_623,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,4,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.2,52.0,7.5,1025.8,10920.0,0.367420814464555,3.019607843137255,23.196671709531014,53.932126696832576,20.524886877828056
625,STA_ES1749A_624,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,6,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,70.0,11.2,1013.6,9840.0,0.3948179271568627,4.943977591036415,13.34593837535014,75.25210084033614,12.704481792717086
626,STA_ES1749A_625,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,7,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,50.0,11.1,1018.4,12840.0,0.4103734439834025,4.518672199170124,11.940277777777778,69.3042876901798,11.874135546334715
627,STA_ES1749A_626,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,8,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.2,15.0,11.0,1014.9,16800.0,0.3455965909090909,3.13012729844413,18.67048710601719,72.62962962962963,10.226628895184136
628,STA_ES1749A_627,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,9,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.6,54.0,11.4,1015.6,14580.0,0.2211994421199442,2.5348837209302326,16.73777777777778,70.19738988580751,6.589958158995816
629,STA_ES1749A_628,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,10,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.6,26.0,11.5,1017.2,15780.0,0.321360544217687,4.712925170068028,13.45690834473324,59.18639455782313,5.159183673469387
630,STA_ES1749A_629,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,11,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.2,42.0,10.2,1020.2,12960.0,0.411484593837535,5.562412342215989,15.094890510948906,56.4593837535014,11.063025210084032
631,STA_ES1749A_630,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,12,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.6,49.0,9.9,1017.2,10560.0,0.238881309686221,3.608458390177353,14.12709497206704,43.35470668485675,15.012278308321964
632,STA_ES1749A_631,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,13,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.7,253.0,13.5,1010.6,3780.0,0.3729050279329609,4.322625698324022,10.704895104895105,46.33100558659218,16.20949720670391
633,STA_ES1749A_632,STA_ES1749A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,14,530.0,STA_ES1749A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.8,87.0,11.1,1020.1,4740.0,0.4937584803120759,4.442333785617368,15.173260572987722,38.49932157394844,15.552238805970148
634,STA_ES1886A_633,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,3,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.2,0.0,14.0,1018.5,14220.0,0.1762803234501347,4.026936026936027,7.146900269541779,53.73989218328841,11.18228279386712
635,STA_ES1886A_634,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,4,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.4,0.0,12.1,1024.7,14520.0,0.1538095238095238,4.203517587939698,13.06865671641791,61.0955223880597,19.660179640718564
636,STA_ES1886A_635,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,6,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.2,78.0,15.6,1012.7,13260.0,0.1036206896551724,3.0844827586206898,7.746551724137931,73.15517241379311,9.605172413793104
637,STA_ES1886A_636,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,7,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.5,27.0,12.3,1015.1,18660.0,0.1035040431266846,3.057951482479784,6.261455525606469,70.2951724137931,12.148247978436656
638,STA_ES1886A_637,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,8,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.5,0.0,12.6,1015.0,21060.0,0.1530139103554868,3.224233983286908,8.516713091922005,85.32558139534883,12.25208913649025
639,STA_ES1886A_638,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,9,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,14.0,12.2,1013.5,21060.0,0.1226415094339622,3.174966352624496,9.963660834454911,82.33647375504711,16.79542395693136
640,STA_ES1886A_639,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,10,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.7,12.0,12.0,1015.3,19020.0,0.12,3.6324324324324326,8.604054054054053,71.51081081081081,14.616216216216216
641,STA_ES1886A_640,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,11,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.6,123.0,12.1,1017.2,13860.0,0.1027417027417027,3.906030855539972,9.12375533428165,72.11781206171108,10.218793828892004
642,STA_ES1886A_641,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,12,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.1,22.0,10.7,1016.1,15000.0,0.1015193370165745,3.201680672268908,6.813261163734777,56.4804318488529,11.524966261808368
643,STA_ES1886A_642,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,13,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.1,3.0,19.5,1010.2,12180.0,0.1126262626262626,3.371830985915493,2.759154929577465,60.76912181303116,5.228169014084507
644,STA_ES1886A_643,STA_ES1886A/S2B_MSIL2A_20200215T105029_N0214_R051_T30SXJ_20200215T141800.npy,14,400.0,STA_ES1886A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.1,75.0,14.6,1018.6,9660.0,0.1094926350245499,5.350404312668464,7.289757412398922,53.386792452830186,10.898921832884096
645,STA_ES1602A_644,STA_ES1602A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,4,385.0,STA_ES1602A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.1,25.0,9.5,1025.5,12660.0,0.3872413793103448,3.3490254830134933,33.50928338754072,37.49025487256372,33.04482758607197
646,STA_ES1602A_645,STA_ES1602A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,6,385.0,STA_ES1602A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.6,54.0,11.1,1012.7,12420.0,0.253290113452188,3.466126413727715,19.59162640879227,59.73095623987034,15.770894307382113
647,STA_ES1602A_646,STA_ES1602A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,7,385.0,STA_ES1602A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.4,34.0,9.9,1017.0,15480.0,0.4433242506811989,3.249863756525886,20.588068181704543,60.98637602179837,12.088692096117166
648,STA_ES1602A_647,STA_ES1602A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,8,385.0,STA_ES1602A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.7,28.0,12.3,1013.4,19140.0,0.2404073033707865,4.564325838005618,29.473211781136047,57.39803094233474,13.334691009297751
649,STA_ES1602A_648,STA_ES1602A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,9,385.0,STA_ES1602A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,24.6,43.0,10.4,1013.8,19920.0,0.4309568733153638,3.7499999953638814,26.526981919262862,55.621293800539085,13.154447437466308
650,STA_ES1602A_649,STA_ES1602A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,10,385.0,STA_ES1602A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.8,17.0,8.6,1015.5,19680.0,0.5880189959294437,3.9624151918046135,21.115040650298106,64.25621118012423,12.016689278805972
651,STA_ES1602A_650,STA_ES1602A/S2B_MSIL2A_20200727T105619_N0214_R094_T30TWN_20200727T144035.npy,11,385.0,STA_ES1602A/l3_mean_monthly_europe_2018_2020_005dg.netcdf,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.9,47.0,8.7,1019.1,15960.0,0.405664739884393,3.832408754350365,19.817673048409425,44.81646655231561,16.638450702690143
